GEOID,NAME,median_income
17031380200,Census Tract 3802; Cook County; Illinois,17138.0
17031380600,Census Tract 3806; Cook County; Illinois,49134.0
17031381200,Census Tract 3812; Cook County; Illinois,46407.0
17031381400,Census Tract 3814; Cook County; Illinois,47931.0
17031381500,Census Tract 3815; Cook County; Illinois,26738.0
17031381800,Census Tract 3818; Cook County; Illinois,43281.0
17031381900,Census Tract 3819; Cook County; Illinois,73750.0
17031390100,Census Tract 3901; Cook County; Illinois,55893.0
17031390200,Census Tract 3902; Cook County; Illinois,110806.0
17031390400,Census Tract 3904; Cook County; Illinois,38507.0
17031390500,Census Tract 3905; Cook County; Illinois,83938.0
17031390600,Census Tract 3906; Cook County; Illinois,95542.0
17031390700,Census Tract 3907; Cook County; Illinois,73704.0
17031400300,Census Tract 4003; Cook County; Illinois,90716.0
17031400400,Census Tract 4004; Cook County; Illinois,32235.0
17031400500,Census Tract 4005; Cook County; Illinois,38373.0
17031400800,Census Tract 4008; Cook County; Illinois,23059.0
17031410100,Census Tract 4101; Cook County; Illinois,63931.0
17031410200,Census Tract 4102; Cook County; Illinois,56848.0
17031410500,Census Tract 4105; Cook County; Illinois,65240.0
17031410600,Census Tract 4106; Cook County; Illinois,49475.0
17031410700,Census Tract 4107; Cook County; Illinois,45114.0
17031410800,Census Tract 4108; Cook County; Illinois,71989.0
17031410900,Census Tract 4109; Cook County; Illinois,73828.0
17031411000,Census Tract 4110; Cook County; Illinois,70893.0
17031411100,Census Tract 4111; Cook County; Illinois,117500.0
17031411200,Census Tract 4112; Cook County; Illinois,101071.0
17031420200,Census Tract 4202; Cook County; Illinois,44375.0
17031420300,Census Tract 4203; Cook County; Illinois,42973.0
17031420400,Census Tract 4204; Cook County; Illinois,37946.0
17031420500,Census Tract 4205; Cook County; Illinois,22309.0
17031420600,Census Tract 4206; Cook County; Illinois,52989.0
17031420700,Census Tract 4207; Cook County; Illinois,38076.0
17031420800,Census Tract 4208; Cook County; Illinois,47540.0
17031421200,Census Tract 4212; Cook County; Illinois,45550.0
17031430101,Census Tract 4301.01; Cook County; Illinois,31875.0
17031430102,Census Tract 4301.02; Cook County; Illinois,52955.0
17031430200,Census Tract 4302; Cook County; Illinois,54479.0
17031430300,Census Tract 4303; Cook County; Illinois,38542.0
17031430400,Census Tract 4304; Cook County; Illinois,41964.0
17031430500,Census Tract 4305; Cook County; Illinois,33322.0
17031430600,Census Tract 4306; Cook County; Illinois,43479.0
17031430700,Census Tract 4307; Cook County; Illinois,32786.0
17031430800,Census Tract 4308; Cook County; Illinois,61750.0
17031430900,Census Tract 4309; Cook County; Illinois,38824.0
17031431200,Census Tract 4312; Cook County; Illinois,58661.0
17031431301,Census Tract 4313.01; Cook County; Illinois,47235.0
17031431302,Census Tract 4313.02; Cook County; Illinois,32083.0
17031431400,Census Tract 4314; Cook County; Illinois,48529.0
17031440101,Census Tract 4401.01; Cook County; Illinois,31894.0
17031440102,Census Tract 4401.02; Cook County; Illinois,31563.0
17031440201,Census Tract 4402.01; Cook County; Illinois,39897.0
17031440202,Census Tract 4402.02; Cook County; Illinois,34651.0
17031440300,Census Tract 4403; Cook County; Illinois,59227.0
17031440600,Census Tract 4406; Cook County; Illinois,68102.0
17031440700,Census Tract 4407; Cook County; Illinois,81705.0
17031440800,Census Tract 4408; Cook County; Illinois,26890.0
17031440900,Census Tract 4409; Cook County; Illinois,56875.0
17031450300,Census Tract 4503; Cook County; Illinois,45869.0
17031460100,Census Tract 4601; Cook County; Illinois,42434.0
17031460200,Census Tract 4602; Cook County; Illinois,29022.0
17031460301,Census Tract 4603.01; Cook County; Illinois,44464.0
17031460302,Census Tract 4603.02; Cook County; Illinois,48263.0
17031460400,Census Tract 4604; Cook County; Illinois,70169.0
